buscoID	Status	ancestral	Status2	Status3
10565at7088	Complete	M7	0	1
10568at7088	Complete	M11	0	1
1056at7088	Complete	M1	0	1
10570at7088	Complete	M2	0	1
10571at7088	Complete	M12	0	1
10573at7088	Complete	M5	0	1
1057at7088	Complete	M21	0	1
10580at7088	Complete	M12	0	1
10581at7088	Complete	M6	0	1
10582at7088	Complete	M22	0	1
10583at7088	Complete	M9	0	1
10586at7088	Complete	M2	0	1
10588at7088	Complete	M17	0	1
1058at7088	Complete	M11	0	1
10593at7088	Complete	M13	0	1
10598at7088	Complete	M8	0	1
105at7088	Complete	M27	0	1
10601at7088	Complete	M25	0	1
10603at7088	Complete	M2	0	1
10609at7088	Complete	M23	0	1
10613at7088	Complete	M4	0	1
10619at7088	Complete	M27	0	1
10620at7088	Complete	M28	0	1
10625at7088	Complete	M8	0	1
10626at7088	Complete	M6	0	1
10628at7088	Complete	M14	0	1
10633at7088	Complete	M18	0	1
10635at7088	Complete	M20	0	1
10636at7088	Complete	M8	0	1
1063at7088	Complete	M15	0	1
10646at7088	Complete	M5	0	1
10648at7088	Complete	M3	0	1
10650at7088	Complete	M3	0	1
10651at7088	Complete	M2	0	1
10659at7088	Complete	M24	0	1
1065at7088	Complete	M27	0	1
10660at7088	Complete	M1	0	1
10661at7088	Complete	M2	0	1
10662at7088	Complete	M11	0	1
10663at7088	Complete	M11	0	1
10666at7088	Complete	M20	0	1
10667at7088	Complete	M19	0	1
10669at7088	Complete	M5	0	1
1066at7088	Complete	MZ	0	1
10671at7088	Complete	M10	0	1
10673at7088	Complete	M25	0	1
10674at7088	Complete	M12	0	1
10676at7088	Complete	M2	0	1
10677at7088	Complete	M27	0	1
10678at7088	Complete	M6	0	1
10681at7088	Complete	M18	0	1
10683at7088	Complete	M1	0	1
10689at7088	Complete	M8	0	1
1068at7088	Complete	M13	0	1
10690at7088	Complete	M14	0	1
10692at7088	Complete	M16	0	1
10693at7088	Complete	M9	0	1
10694at7088	Complete	M6	0	1
10698at7088	Complete	MZ	0	1
10699at7088	Complete	M3	0	1
106at7088	Complete	M8	0	1
10704at7088	Complete	M22	0	1
10707at7088	Complete	M4	0	1
10709at7088	Complete	M8	0	1
1070at7088	Complete	M10	0	1
10712at7088	Complete	M15	0	1
10713at7088	Complete	M1	0	1
10716at7088	Complete	M20	0	1
10717at7088	Complete	M2	0	1
10721at7088	Complete	M2	0	1
10724at7088	Complete	M11	0	1
10728at7088	Complete	M11	0	1
10734at7088	Complete	M26	0	1
10735at7088	Complete	M2	0	1
10738at7088	Complete	M4	0	1
10740at7088	Complete	M2	0	1
10747at7088	Complete	M16	0	1
10749at7088	Complete	M11	0	1
10750at7088	Complete	M17	0	1
1075at7088	Complete	M2	0	1
10766at7088	Complete	M18	0	1
10768at7088	Complete	MZ	0	1
1076at7088	Complete	M17	0	1
10773at7088	Complete	M18	0	1
10778at7088	Complete	M24	0	1
10780at7088	Complete	M6	0	1
10782at7088	Complete	M5	0	1
10783at7088	Complete	M16	0	1
10784at7088	Complete	M13	0	1
10789at7088	Complete	M24	0	1
1078at7088	Complete	M4	0	1
10791at7088	Complete	M15	0	1
10792at7088	Complete	M6	0	1
10793at7088	Complete	M21	0	1
10796at7088	Complete	M1	0	1
10799at7088	Complete	M5	0	1
1079at7088	Complete	M2	0	1
10801at7088	Complete	M20	0	1
1080at7088	Complete	M19	0	1
10810at7088	Complete	M18	0	1
10812at7088	Complete	M6	0	1
10814at7088	Complete	M20	0	1
10816at7088	Complete	M11	0	1
10818at7088	Complete	M16	0	1
10821at7088	Complete	M13	0	1
10822at7088	Complete	M5	0	1
10826at7088	Complete	M16	0	1
10827at7088	Complete	M4	0	1
10829at7088	Complete	M9	0	1
1082at7088	Complete	M8	0	1
10830at7088	Complete	M21	0	1
1083at7088	Complete	MZ	0	1
10841at7088	Complete	M5	0	1
1084at7088	Complete	M23	0	1
10853at7088	Complete	MZ	0	1
10858at7088	Complete	M23	0	1
1085at7088	Complete	M10	0	1
10862at7088	Complete	M8	0	1
10865at7088	Complete	M6	0	1
1086at7088	Complete	M6	0	1
10875at7088	Complete	M17	0	1
10878at7088	Complete	M4	0	1
10879at7088	Complete	M25	0	1
10887at7088	Complete	M20	0	1
1088at7088	Complete	M8	0	1
10896at7088	Complete	M5	0	1
10898at7088	Complete	M6	0	1
1089at7088	Complete	M9	0	1
10904at7088	Complete	M3	0	1
10906at7088	Complete	M10	0	1
10908at7088	Complete	M11	0	1
1090at7088	Complete	MZ	0	1
10913at7088	Complete	M17	0	1
10915at7088	Complete	M6	0	1
10916at7088	Complete	M3	0	1
10917at7088	Complete	M17	0	1
10926at7088	Complete	M2	0	1
10929at7088	Complete	M12	0	1
10930at7088	Complete	M23	0	1
10933at7088	Complete	M13	0	1
10936at7088	Complete	M3	0	1
10939at7088	Complete	M3	0	1
10940at7088	Complete	M6	0	1
10943at7088	Complete	M11	0	1
10947at7088	Complete	M9	0	1
10948at7088	Complete	MZ	0	1
1094at7088	Complete	M17	0	1
10952at7088	Complete	M3	0	1
10953at7088	Complete	M11	0	1
10959at7088	Complete	M13	0	1
10960at7088	Complete	M21	0	1
10963at7088	Complete	M14	0	1
10965at7088	Complete	M18	0	1
10966at7088	Complete	M19	0	1
10973at7088	Complete	M18	0	1
10976at7088	Complete	M23	0	1
10977at7088	Complete	M9	0	1
10981at7088	Complete	M1	0	1
10982at7088	Complete	M9	0	1
10983at7088	Complete	M20	0	1
10988at7088	Complete	M10	0	1
10990at7088	Complete	M17	0	1
10997at7088	Complete	M4	0	1
10999at7088	Complete	M11	0	1
11004at7088	Complete	M18	0	1
1100at7088	Complete	M20	0	1
11010at7088	Complete	M12	0	1
11011at7088	Complete	M13	0	1
11014at7088	Complete	M4	0	1
11018at7088	Complete	M11	0	1
11020at7088	Complete	M10	0	1
11022at7088	Complete	M18	0	1
11023at7088	Complete	M3	0	1
11026at7088	Complete	M6	0	1
11029at7088	Complete	M6	0	1
11030at7088	Complete	M14	0	1
11032at7088	Complete	M20	0	1
11033at7088	Complete	M11	0	1
11034at7088	Complete	MZ	0	1
11039at7088	Complete	M9	0	1
11041at7088	Complete	M9	0	1
11043at7088	Complete	M8	0	1
11046at7088	Complete	M20	0	1
11053at7088	Complete	M24	0	1
11054at7088	Complete	M2	0	1
11056at7088	Complete	M10	0	1
11058at7088	Complete	M20	0	1
11059at7088	Complete	M21	0	1
11060at7088	Complete	M3	0	1
11062at7088	Complete	M17	0	1
11063at7088	Complete	M6	0	1
11065at7088	Complete	M11	0	1
11066at7088	Complete	M21	0	1
11067at7088	Complete	M5	0	1
11069at7088	Complete	M18	0	1
11070at7088	Complete	M15	0	1
11072at7088	Complete	M22	0	1
1107at7088	Complete	M4	0	1
11080at7088	Complete	M28	0	1
11086at7088	Complete	M21	0	1
11089at7088	Complete	M1	0	1
1108at7088	Complete	M17	0	1
11090at7088	Complete	M5	0	1
11095at7088	Complete	M15	0	1
11100at7088	Complete	M1	0	1
11101at7088	Complete	M5	0	1
11106at7088	Complete	M1	0	1
11110at7088	Complete	M6	0	1
11111at7088	Complete	M3	0	1
11115at7088	Complete	M6	0	1
11119at7088	Complete	M14	0	1
1111at7088	Complete	M14	0	1
11122at7088	Complete	M8	0	1
11124at7088	Complete	M3	0	1
11127at7088	Complete	M13	0	1
11132at7088	Complete	M25	0	1
1113at7088	Complete	M7	0	1
11142at7088	Complete	M2	0	1
11144at7088	Complete	M4	0	1
11147at7088	Complete	M15	0	1
11148at7088	Complete	M15	0	1
1114at7088	Complete	M14	0	1
11150at7088	Complete	M30	0	1
11151at7088	Complete	M17	0	1
11158at7088	Complete	M16	0	1
11160at7088	Complete	MZ	0	1
11161at7088	Complete	M4	0	1
11165at7088	Complete	M5	0	1
11166at7088	Complete	M28	0	1
11174at7088	Complete	M6	0	1
11175at7088	Complete	MZ	0	1
11177at7088	Complete	M13	0	1
11178at7088	Complete	M23	0	1
1117at7088	Complete	M16	0	1
11184at7088	Complete	M2	0	1
11185at7088	Complete	M18	0	1
11189at7088	Complete	M15	0	1
1118at7088	Complete	M6	0	1
11190at7088	Complete	M4	0	1
11191at7088	Complete	M12	0	1
11192at7088	Complete	M17	0	1
11195at7088	Complete	M24	0	1
11198at7088	Complete	M5	0	1
11201at7088	Complete	M14	0	1
1120at7088	Complete	M1	0	1
11213at7088	Complete	M10	0	1
11214at7088	Complete	M8	0	1
11215at7088	Complete	M5	0	1
11218at7088	Complete	M30	0	1
1121at7088	Complete	M20	0	1
11221at7088	Complete	M5	0	1
11224at7088	Complete	M24	0	1
11225at7088	Complete	M19	0	1
11231at7088	Complete	M17	0	1
11233at7088	Complete	M18	0	1
11234at7088	Complete	M15	0	1
11235at7088	Complete	M16	0	1
11237at7088	Complete	M14	0	1
11239at7088	Complete	M11	0	1
1123at7088	Complete	M23	0	1
11240at7088	Complete	M21	0	1
1124at7088	Complete	M16	0	1
11256at7088	Complete	M14	0	1
11258at7088	Complete	M15	0	1
11260at7088	Complete	M21	0	1
11262at7088	Complete	M9	0	1
11264at7088	Complete	M3	0	1
11265at7088	Complete	M8	0	1
11268at7088	Complete	M7	0	1
11269at7088	Complete	M4	0	1
1126at7088	Complete	M5	0	1
11272at7088	Complete	M10	0	1
11273at7088	Complete	M19	0	1
11274at7088	Complete	M3	0	1
11275at7088	Complete	M2	0	1
11282at7088	Complete	M4	0	1
11283at7088	Complete	M8	0	1
11285at7088	Complete	M7	0	1
11288at7088	Complete	M10	0	1
11292at7088	Complete	M14	0	1
11293at7088	Complete	M5	0	1
11294at7088	Complete	M13	0	1
11295at7088	Complete	M6	0	1
11298at7088	Complete	M10	0	1
112at7088	Complete	M3	0	1
11302at7088	Complete	M10	0	1
11303at7088	Complete	M8	0	1
1130at7088	Complete	M11	0	1
11311at7088	Complete	M3	0	1
11312at7088	Complete	M4	0	1
11313at7088	Complete	M7	0	1
11318at7088	Complete	M22	0	1
1131at7088	Complete	M3	0	1
11321at7088	Complete	M18	0	1
11334at7088	Complete	M5	0	1
11335at7088	Complete	M5	0	1
11336at7088	Complete	M6	0	1
11337at7088	Complete	M16	0	1
11338at7088	Complete	M7	0	1
1133at7088	Complete	M8	0	1
11342at7088	Complete	M18	0	1
11346at7088	Complete	M4	0	1
11349at7088	Complete	M17	0	1
1134at7088	Complete	M10	0	1
11350at7088	Complete	M5	0	1
11353at7088	Complete	M8	0	1
11356at7088	Complete	M1	0	1
11359at7088	Complete	M15	0	1
1135at7088	Complete	M15	0	1
11363at7088	Complete	M12	0	1
11365at7088	Complete	M4	0	1
11367at7088	Complete	M29	0	1
11368at7088	Complete	M1	0	1
1136at7088	Complete	M2	0	1
11372at7088	Complete	M6	0	1
11374at7088	Complete	M14	0	1
11375at7088	Complete	M3	0	1
11377at7088	Complete	M10	0	1
11378at7088	Complete	M3	0	1
11379at7088	Complete	M7	0	1
11380at7088	Complete	M13	0	1
11382at7088	Complete	M25	0	1
11383at7088	Complete	M4	0	1
11389at7088	Complete	M10	0	1
11390at7088	Complete	M8	0	1
11393at7088	Complete	M30	0	1
11396at7088	Complete	M2	0	1
11397at7088	Complete	M1	0	1
1139at7088	Complete	M1	0	1
113at7088	Complete	MZ	0	1
11401at7088	Complete	M23	0	1
11403at7088	Complete	M21	0	1
11404at7088	Complete	M15	0	1
11405at7088	Complete	M12	0	1
1140at7088	Complete	M17	0	1
11416at7088	Complete	M3	0	1
11418at7088	Complete	M12	0	1
1141at7088	Complete	M3	0	1
11423at7088	Complete	M9	0	1
11426at7088	Complete	M4	0	1
11428at7088	Complete	MZ	0	1
11437at7088	Complete	M12	0	1
11438at7088	Complete	M8	0	1
1143at7088	Complete	M23	0	1
11441at7088	Complete	M1	0	1
11442at7088	Complete	M18	0	1
1144at7088	Complete	MZ	0	1
11450at7088	Complete	M10	0	1
11451at7088	Complete	M1	0	1
11454at7088	Complete	M1	0	1
11456at7088	Complete	M3	0	1
1145at7088	Complete	M18	0	1
11462at7088	Complete	M6	0	1
11474at7088	Complete	M4	0	1
11479at7088	Complete	M15	0	1
11482at7088	Complete	M25	0	1
11483at7088	Complete	M1	0	1
11484at7088	Complete	M4	0	1
11489at7088	Complete	M19	0	1
11490at7088	Complete	M12	0	1
11492at7088	Complete	M4	0	1
11493at7088	Complete	M1	0	1
11500at7088	Complete	M26	0	1
11501at7088	Complete	M3	0	1
11505at7088	Complete	M2	0	1
11507at7088	Complete	M3	0	1
1150at7088	Complete	M8	0	1
11511at7088	Complete	M9	0	1
11512at7088	Complete	M15	0	1
11516at7088	Complete	M4	0	1
11518at7088	Complete	M5	0	1
11519at7088	Complete	M11	0	1
11522at7088	Complete	M21	0	1
11525at7088	Complete	M1	0	1
1152at7088	Complete	M9	0	1
11533at7088	Complete	M11	0	1
11534at7088	Complete	M9	0	1
11536at7088	Complete	M23	0	1
11537at7088	Complete	M4	0	1
1153at7088	Complete	M7	0	1
11546at7088	Complete	M8	0	1
11547at7088	Complete	M1	0	1
11548at7088	Complete	M11	0	1
11549at7088	Complete	M24	0	1
1154at7088	Complete	M19	0	1
11550at7088	Complete	M19	0	1
11558at7088	Complete	M1	0	1
11560at7088	Complete	M2	0	1
11563at7088	Complete	M17	0	1
11571at7088	Complete	M9	0	1
11575at7088	Complete	M18	0	1
11576at7088	Complete	M28	0	1
11580at7088	Complete	MZ	0	1
11581at7088	Complete	M2	0	1
11582at7088	Complete	M14	0	1
11587at7088	Complete	M3	0	1
11589at7088	Complete	M12	0	1
11592at7088	Complete	M10	0	1
11593at7088	Complete	M5	0	1
11594at7088	Complete	M4	0	1
11597at7088	Complete	M1	0	1
11598at7088	Complete	M2	0	1
11599at7088	Complete	M1	0	1
11607at7088	Complete	M6	0	1
11608at7088	Complete	M4	0	1
11609at7088	Complete	M7	0	1
11616at7088	Complete	M11	0	1
11619at7088	Complete	MZ	0	1
1161at7088	Complete	M17	0	1
11621at7088	Complete	M19	0	1
11630at7088	Complete	M7	0	1
11633at7088	Complete	M12	0	1
11638at7088	Complete	M27	0	1
11644at7088	Complete	MZ	0	1
11648at7088	Complete	M14	0	1
11650at7088	Complete	MZ	0	1
11655at7088	Complete	M29	0	1
11656at7088	Complete	M11	0	1
11657at7088	Complete	M27	0	1
11659at7088	Complete	M14	0	1
1165at7088	Complete	M6	0	1
11660at7088	Complete	M30	0	1
11662at7088	Complete	M3	0	1
11664at7088	Complete	M6	0	1
11665at7088	Complete	M8	0	1
11666at7088	Complete	M15	0	1
11669at7088	Complete	M6	0	1
11672at7088	Complete	M16	0	1
11677at7088	Complete	M18	0	1
1167at7088	Complete	M5	0	1
11681at7088	Complete	M13	0	1
11687at7088	Complete	M4	0	1
1168at7088	Complete	M16	0	1
11693at7088	Complete	M2	0	1
11699at7088	Complete	M1	0	1
116at7088	Complete	M1	0	1
11701at7088	Complete	M10	0	1
11702at7088	Complete	M3	0	1
11703at7088	Complete	M4	0	1
11704at7088	Complete	M17	0	1
11706at7088	Complete	M18	0	1
11710at7088	Complete	M6	0	1
11718at7088	Complete	M13	0	1
11719at7088	Complete	M11	0	1
1171at7088	Complete	M7	0	1
11729at7088	Complete	M16	0	1
1172at7088	Complete	M16	0	1
11731at7088	Complete	M18	0	1
1173at7088	Complete	M11	0	1
11747at7088	Complete	M8	0	1
1174at7088	Complete	M23	0	1
11752at7088	Complete	M6	0	1
11754at7088	Complete	M3	0	1
11760at7088	Complete	M26	0	1
11761at7088	Complete	M2	0	1
11764at7088	Complete	M3	0	1
11765at7088	Complete	M8	0	1
11766at7088	Complete	M19	0	1
11767at7088	Complete	M9	0	1
11769at7088	Complete	M10	0	1
11770at7088	Complete	M21	0	1
11777at7088	Complete	M14	0	1
11779at7088	Complete	M20	0	1
11780at7088	Complete	M9	0	1
11785at7088	Complete	M3	0	1
11786at7088	Complete	M1	0	1
11787at7088	Complete	M14	0	1
1178at7088	Complete	M4	0	1
11793at7088	Complete	M24	0	1
11794at7088	Complete	M16	0	1
11796at7088	Complete	M10	0	1
11799at7088	Complete	M3	0	1
1179at7088	Complete	M17	0	1
11800at7088	Complete	M18	0	1
11803at7088	Complete	M10	0	1
1180at7088	Complete	M19	0	1
11810at7088	Complete	M7	0	1
11811at7088	Complete	M30	0	1
11812at7088	Complete	M19	0	1
11815at7088	Complete	M23	0	1
11817at7088	Complete	M17	0	1
11828at7088	Complete	M3	0	1
1182at7088	Complete	M11	0	1
11833at7088	Complete	M2	0	1
11834at7088	Complete	M15	0	1
11835at7088	Complete	M27	0	1
11842at7088	Complete	M15	0	1
11847at7088	Complete	M4	0	1
11848at7088	Complete	M3	0	1
11855at7088	Complete	M19	0	1
11856at7088	Complete	M25	0	1
11857at7088	Complete	M23	0	1
11858at7088	Complete	M22	0	1
11860at7088	Complete	MZ	0	1
11864at7088	Complete	M2	0	1
11870at7088	Complete	M20	0	1
11872at7088	Complete	M21	0	1
11877at7088	Complete	M21	0	1
1187at7088	Complete	M15	0	1
11880at7088	Complete	M23	0	1
11881at7088	Complete	M6	0	1
11882at7088	Complete	M15	0	1
11890at7088	Complete	M2	0	1
11894at7088	Complete	M1	0	1
11898at7088	Complete	M7	0	1
11901at7088	Complete	M2	0	1
11910at7088	Complete	M9	0	1
11921at7088	Complete	M3	0	1
11922at7088	Complete	M1	0	1
11923at7088	Complete	M13	0	1
11929at7088	Complete	M4	0	1
11930at7088	Complete	M15	0	1
11932at7088	Complete	M24	0	1
11937at7088	Complete	M3	0	1
11941at7088	Complete	M3	0	1
11944at7088	Complete	M5	0	1
11950at7088	Complete	M4	0	1
11956at7088	Complete	M10	0	1
11957at7088	Complete	MZ	0	1
11958at7088	Complete	M14	0	1
11960at7088	Complete	M2	0	1
11961at7088	Complete	M14	0	1
11963at7088	Complete	M23	0	1
11965at7088	Complete	M11	0	1
11967at7088	Complete	M7	0	1
11969at7088	Complete	M17	0	1
11970at7088	Complete	M10	0	1
11972at7088	Complete	M2	0	1
11973at7088	Complete	M17	0	1
11977at7088	Complete	M4	0	1
11978at7088	Complete	M13	0	1
1197at7088	Complete	M26	0	1
11982at7088	Complete	M17	0	1
11983at7088	Complete	M14	0	1
11984at7088	Complete	M17	0	1
11985at7088	Complete	M20	0	1
1198at7088	Complete	M16	0	1
11990at7088	Complete	M16	0	1
11996at7088	Complete	M19	0	1
11997at7088	Complete	M11	0	1
1199at7088	Complete	M16	0	1
11at7088	Complete	M11	0	1
12003at7088	Complete	M13	0	1
12004at7088	Complete	M6	0	1
12006at7088	Complete	M14	0	1
12008at7088	Complete	M2	0	1
1200at7088	Complete	M6	0	1
12011at7088	Complete	M11	0	1
12012at7088	Complete	M3	0	1
12013at7088	Complete	M10	0	1
12016at7088	Complete	M6	0	1
12017at7088	Complete	M14	0	1
12021at7088	Complete	M19	0	1
12023at7088	Complete	M21	0	1
12024at7088	Complete	M4	0	1
12026at7088	Complete	M4	0	1
12028at7088	Complete	M8	0	1
12029at7088	Complete	M9	0	1
12030at7088	Complete	M9	0	1
12031at7088	Complete	M10	0	1
12036at7088	Complete	M6	0	1
12043at7088	Complete	M7	0	1
12054at7088	Complete	M2	0	1
12055at7088	Complete	M12	0	1
12056at7088	Complete	M17	0	1
12058at7088	Complete	M18	0	1
12059at7088	Complete	M2	0	1
12060at7088	Complete	M23	0	1
12061at7088	Complete	M19	0	1
1206at7088	Complete	M5	0	1
12070at7088	Complete	M28	0	1
12073at7088	Complete	M9	0	1
12075at7088	Complete	M25	0	1
12076at7088	Complete	M22	0	1
12082at7088	Complete	M15	0	1
12084at7088	Complete	M6	0	1
12087at7088	Complete	M13	0	1
1208at7088	Complete	M1	0	1
12090at7088	Complete	M22	0	1
12091at7088	Complete	M9	0	1
12093at7088	Complete	M11	0	1
12094at7088	Complete	M17	0	1
12095at7088	Complete	M6	0	1
12096at7088	Complete	M17	0	1
12101at7088	Complete	M22	0	1
12113at7088	Complete	M13	0	1
12117at7088	Complete	M13	0	1
12120at7088	Complete	M3	0	1
12123at7088	Complete	M21	0	1
12125at7088	Complete	M18	0	1
12127at7088	Complete	M13	0	1
1212at7088	Complete	M9	0	1
12133at7088	Complete	M7	0	1
12136at7088	Complete	M5	0	1
12139at7088	Complete	M7	0	1
12140at7088	Complete	M18	0	1
12141at7088	Complete	M15	0	1
12143at7088	Complete	M5	0	1
12148at7088	Complete	M4	0	1
1214at7088	Complete	M1	0	1
12152at7088	Complete	M15	0	1
